words,polarity,frequency
clam,0.401822706,2
mississip,0,2
oblige,0.554606972,2
motoring,4.5,2
relented,0.446279165,2
acc,0,2
acd,0,2
ack,-0.376165328,2
fightin,0.261615988,2
acl,-2.101595836,2
acp,0.410065845,2
snail-paced,0,2
ac,0.348409249,2
aq,0,2
cameron-bure,0,2
coots,0,2
externally,-0.657623526,2
upkeep,0,2
hillsborough,0,2
piddling,0,2
alvarez,0.504592884,2
scrapping,-1.117180759,2
crosscutting,0.751522156,2
snowbound,0.040721084,2
ngoombujarra,0,2
non-medical,0,2
fratricidal,0,2
soldier-of-fortune,0,2
rag-tag,0.23217041,2
squashy,0,2
macclaine,3.712416524,2
morant,3.421809571,2
ladies-in-waiting,-0.449059413,2
caca,-4.5,2
chisel,-1.865290451,2
boschi,0,2
rustler,1.108278498,2
rustles,0,2
obtrusively,0,2
koyuki,0.541356614,2
tenth-rate,0,2
pre-historic,-1.39010799,2
francês,0,2
pant,-2.831523892,2
pane,0.108123984,2
border-line,0,2
consign,-0.281926244,2
movie'll,0,2
lombardo,0.317704952,2
bends,-0.196428202,2
catalogues,2.556384067,2
exorbitant,-0.726029564,2
catalogued,0,2
high-stakes,1.473893752,2
sharp-tongued,1.493635405,2
streaking,0.740381419,2
instigation,0,2
conductors,0.608551538,2
kirkendall,0,2
business-like,3.349312205,2
pre-schoolers,-0.792242804,2
exponents,2.445873724,2
revelling,-0.061296425,2
refrigerators,-1.642730677,2
crackhead,-2.557210452,2
tokens,0.493029057,2
covey,2.253041353,2
tpm,0.542220617,2
exp,2.5,2
sanufu,0,2
timmons,1.148976824,2
alloted,2.132927512,2
unsuspectingly,0,2
tumors,1.062305303,2
institutes,3.852613906,2
shayesteh,0,2
espouse,-0.190489888,2
flounces,0.149304189,2
unpatriotic,1.067079029,2
scions,0,2
limaye,0.786130745,2
jet-setting,2.152555263,2
blowout,1.079383697,2
prescribe,0,2
epithet,0.126842535,2
air-conditioning,0,2
pre-dates,2.500252683,2
over-load,0,2
back-flips,0,2
mesoamericans,0,2
amicably,0,2
amicable,0.242865362,2
woodthorpe,-1.388013798,2
sex-scenes,-1.628872347,2
ruhr,1.90235045,2
jonni,0,2
guideline,-0.282038909,2
luthorcorp,0,2
milne,2.384933111,2
redeemer,-0.461842626,2
dropkick,0.542100227,2
dibello,0,2
andrés,1.908131736,2
demon-like,0,2
laxman,3.164833453,2
sena,-0.647173276,2
dancehall,1.557395243,2
second-billed,-0.33970343,2
inter-war,1.931480061,2
trudeau,1.423983129,2
quenton,0,2
obesity,0.313456376,2
burrowed,0,2
game-play,1.282463166,2
show-runner,0,2
sirs,-1.163564402,2
trivialize,-0.875850482,2
auto-aim,0,2
archbishop,1.387683137,2
stakeout,0.290248879,2
aleksandr,1.71706179,2
funny-bad,0,2
instinctual,1.421260307,2
belly-laughs,1.474551695,2
boneheads,4.5,2
mayberry-like,0,2
anti-democratic,0,2
jenson,1.220072265,2
nance,0.773874685,2
findus,0,2
comma,1.64834803,2
krook,0,2
kisi,0,2
garberina,0,2
joyed,0,2
snowmen,-1.474815435,2
worm-hole,-1.988987286,2
czar,0.748276357,2
mesmerizes,3.078822186,2
coleen,1.029900314,2
frontiersman,0.981202547,2
detonator,-0.786304515,2
vhala,0,2
quietest,0,2
marketeers,2.37748533,2
lipton,0.508781474,2
medak,0.585691307,2
sexualised,0,2
planter,0.946990745,2
sing-a-longs,0,2
lale,0,2
yodel,0.315119442,2
happierabroad,0,2
desny,2.397288445,2
cm,-1.037829663,2
ce,0.620443693,2
zenigata,3.111265571,2
yeoh,0.048900012,2
choleric,0,2
nuttin,0,2
maud,0.933981105,2
haulocast,0,2
nose-dives,0,2
touchy-feely,-0.446394718,2
neapolitan,2.060329525,2
eleven-year-old,0.877276818,2
weinsteins,-0.625528047,2
spenser,1.073569126,2
hartl,0,2
non-chinese,3.494128683,2
contract-killing,0,2
steady-cam,0.720046419,2
fluctuating,0.033626021,2
blown-up,0.48036028,2
bayonets,0.704606965,2
criss,0.227005207,2
shamanic,1.337254206,2
suzannes,0,2
full-bore,0,2
background-projection,0,2
cradling,0,2
senility,-0.825711524,2
bakshis,0,2
reinforcement,-0.458702366,2
dissemination,0,2
unswerving,2.567690367,2
arbiter,2.201753184,2
buoy,-1.339148895,2
non-singers,2.527253662,2
hell-for-leather,0,2
cinema-history,0,2
macnicol,0.071705831,2
blistering,1.10720922,2
fireplaces,1.863487187,2
disfiguring,0.953362918,2
re-teamed,0.244131013,2
hole-in-the-wall,2.523974431,2
listenings,0,2
gritted,0,2
paddling,-1.45399718,2
linearly,0,2
too-small,0,2
stalinism,-1.27958989,2
sandrelli,1.158613776,2
piero,0.544453316,2
quiver,-0.180464692,2
feature-film,-0.620092124,2
tobacconist,1.5,2
tax-deductible,0,2
doable,-1.036537662,2
homeowners,-0.097904374,2
sidelined,-0.145935691,2
supplicant,0,2
way-over-the-top,0,2
waterworks,-0.452499091,2
tirades,-1.063530076,2
enchants,2.633012366,2
conveyor-belt,0,2
zappruder,0,2
malacici,0,2
foul-tasting,0,2
appointments,2.045657244,2
installs,0.901884669,2
combusting,0,2
truthfulness,1.099240479,2
schüte,0,2
slevin,0.672459232,2
honolulu,0.822523502,2
anne-down,0,2
extracurricular,1.042356811,2
now-legendary,3.294370146,2
bronchitis,0,2
southerland,-0.452962847,2
jehovahs,0,2
aesir,-1.82426707,2
groan-worthy,-1.589167182,2
anti-abortion,-1.57790831,2
wrung,0.163324296,2
toss-off,0,2
glasnost,0.960325087,2
roseanna,1.594133979,2
forty-nine,0,2
intrested,0,2
sliminess,0,2
sloooow,0,2
role-models,0,2
dedalus,0,2
mariachi,0.347056272,2
guin,-2.121099591,2
stillborn,-0.548141866,2
dumb-ass,-1.327133591,2
pheobe,3.994111229,2
mega-hits,0,2
verry,3.65281145,2
cauchon,2.369433231,2
smorgasbord,2.610363892,2
plit,0,2
faiths,0.589935083,2
game-to-movie,-0.007826558,2
mohamed,1.04761991,2
swahili,3.647849603,2
transformer,-0.556353162,2
ma'am,0.346358744,2
noir-like,1.730691898,2
titling,0.079970828,2
rough-and-tumble,-1.1337425,2
mónica,1.530088995,2
radiohead,1.359355256,2
embarrasment,-2.199330549,2
dines,-0.543342689,2
manon,2.066553442,2
underfed,0,2
encoded,0.644598699,2
rialto,3.495498137,2
seppuku,0.537920625,2
circulatory,0,2
handmade,-0.379841956,2
jong,0.948766593,2
katelyn,-0.843714315,2
man-boy,-1.15377234,2
notification,-0.413344097,2
graph,-0.939055851,2
rending,1.359832585,2
hirarlal,0,2
smeaton,3.294370146,2
movie-stars,0,2
freak-out,0.044696891,2
career-ending,0,2
teague,0.629056794,2
burp,-0.21080983,2
retiree,3.807780349,2
eccentrics,0.353021579,2
scuppered,1.125610681,2
eulogies,0.808001361,2
marschall,0.019118238,2
telegram,1.270103776,2
candler,-1.86341894,2
tag-team,1.01903998,2
baseballs,0.765306693,2
danzel,0.258495244,2
sweetened,1.233564685,2
dramatical,0.457159123,2
ei,0,2
ew,-1.504447793,2
copout,-0.589534747,2
ambushing,0,2
yokhai,0,2
quart,1.277269062,2
beswick,0.368163695,2
a-level,0.465491878,2
surrah,0,2
weekdays,3.24612259,2
self-deluding,0,2
pecs,-1.36342567,2
preens,0,2
hibernia,0,2
larded,0,2
massacring,1.528415628,2
trods,0,2
unfilmed,0,2
belittling,-0.679778028,2
windshields,0,2
direly,0,2
prides,0.099711798,2
sutcliffe,-0.145717304,2
connivers,0,2
christiansen,0.146387271,2
sébastien,1.548349214,2
charecter,0.161858926,2
amann,0.848105182,2
sophistry,0,2
landslide,-1.245837382,2
boccelli,0,2
fairuza,0.655988293,2
definitley,1.013376814,2
epoch,-0.31827344,2
tezuka,1.329637007,2
re-dubbed,0.390829274,2
purer,0.648268394,2
puree,0,2
katch,0.376845109,2
headshrinkers,-1.223282564,2
astronomer,0.755114911,2
ahhhhhh,0,2
sedimentation,0,2
handsomest,0.445807095,2
mendelito,0,2
wellspring,-0.015247986,2
fascim,0,2
valencia,-0.098448766,2
irreversibly,0,2
leyte,0,2
condemnatory,0,2
gay-friendly,-1.816756156,2
pummeling,0.070162216,2
surest,0,2
ambigious,0,2
particuarly,0,2
durango,0.538921101,2
metacritic,2.062090721,2
personifying,2.889173568,2
adèle,0.403524095,2
minder,1.322499442,2
verb,-0.266676027,2
guileless,2.145536057,2
hoblit,0.547434091,2
vitagraph,1.414000699,2
contraire,0,2
sidearms,0,2
overdubbing,-1.261534077,2
erode,2.544494458,2
documentary-esquire,0,2
sixtyish,0,2
prerequisites,0,2
fined,0.12547636,2
fines,0.120922041,2
cartoonishly,-1.631261096,2
nagase,1.911922906,2
savored,1.524511239,2
giulietta,2.594792236,2
abhi,-0.511146858,2
brownish,0,2
karega,2.523974431,2
show-business,0,2
shovelling,0,2
co-staring,0,2
dithered,0,2
old-hat,-2.502682828,2
dashingly,0.939188139,2
maruja,0,2
inducted,0.135074226,2
dusay,0,2
squeaks,1.50258868,2
substantiates,0,2
fudoh,1.496460813,2
dusan,0.829401043,2
frauds,-1.499162493,2
cluelessly,0,2
hothouse,1.220458333,2
artefacts,-1.749990259,2
minha,0,2
fiercest,0.10072151,2
papich,0,2
clicheish,0,2
full-bodied,1.753825172,2
thwarts,0.576931742,2
battlegrounds,0,2
neo-slasher,0,2
director-writer,1.673869203,2
onmyoji,2.448161998,2
mentoring,1.168824724,2
doping,-0.481552615,2
monogamistic,0,2
tracie,1.539104121,2
expended,-1.048415451,2
conspirator,0.85919602,2
zazu,0.375242241,2
halsslag,0,2
wish-fulfilment,-0.146096468,2
us-american,0,2
shan,0.17487741,2
gee-whiz,-0.166984017,2
stubborness,0,2
segmented,0,2
center-stage,0,2
peeked,0.728632465,2
doomsville,0,2
lousiness,0,2
instigator,1.034917735,2
gratuity,0.296334447,2
exceeding,0.865818907,2
oddysey,0.712005417,2
sprawled,1.756352863,2
s-mart,3.089226818,2
gywnne,0,2
triers,-0.316342898,2
haysbert,1.574650552,2
factually,-0.682705084,2
paramedic,0.114208689,2
gu,2.049134244,2
gq,0.831707288,2
gb,1.121357644,2
girlhood,0,2
airplay,0,2
fictionalizing,0,2
daleks,0.675247827,2
rawson,-1.102750985,2
seductions,-0.927302155,2
geordie,-0.297712528,2
innately,0.434139024,2
autobots,0.160425897,2
non-judgmental,1.211099352,2
ninety-minute,0,2
self-criticism,0.032067724,2
anthropological,0.949542216,2
iwas,0,2
singling,0.162718857,2
all-pervasive,0,2
bogeymen,0.696135378,2
camino,0.126510682,2
home-maker,0,2
seesaw,0.005474991,2
co-players,0,2
ecw,-0.336915538,2
doesen't,0.061011947,2
arahan,0.721655173,2
b-films,0.267352135,2
conga,1.249458101,2
formalities,1.926277746,2
payal,-0.552500918,2
staking,0.465018897,2
bagged,0.819453142,2
carrott,-2.186982481,2
egg-shaped,0,2
misogynists,0,2
vieira,-2.326642949,2
talent-free,0,2
floundered,-1.073482905,2
superhumans,0,2
spinell,0.376702674,2
parkes,2.57243618,2
farfetched,0.203401797,2
werent,-0.947367043,2
shc,0,2
flogged,-1.125915326,2
rieckhoff,0,2
ryck,0,2
expenditure,-0.013863071,2
up-tempo,1.157917049,2
ripen,0,2
eschatology,0,2
odder,-0.143761772,2
orbital,0.180949932,2
incumbent,0.67297401,2
transaction,1.0610132,2
chicks-in-chains,0,2
milch,0.603717106,2
kansan,0,2
fata,1.297922567,2
multi-award,0,2
cognition,4.5,2
marveling,0.491954509,2
re-appears,2.760622313,2
hugon,0,2
bechlarn,0,2
imperfectly,0,2
winging,0.04244412,2
schifrin,1.005871384,2
poorness,0,2
dmv,-1.013697622,2
dmz,-0.477023579,2
boulevards,0,2
rayne,-2.523809086,2
appoint,0.611138535,2
one-reelers,-0.455362118,2
dazzy,-3.052886225,2
intermingle,0,2
thirbly,0,2
warble,0.237489061,2
greenish,-1.687607071,2
swoons,0.40570735,2
berling,0.515245412,2
fretwell,0,2
gagging,-1.086958075,2
drea,0.416094382,2
tolerating,-0.610894594,2
dehumanize,-0.709643915,2
tele,0.052422334,2
lushious,0,2
sparklingly,0,2
sijan,0,2
kumai,0,2
bullfights,1.756185848,2
wrenches,-0.546900373,2
wrenched,0.438763508,2
trysts,0.395607737,2
braids,-2.621590036,2
unremarked,0,2
replication,0.078398078,2
no-effort,0,2
neversoft,2.5,2
eragon,-2.126104577,2
enclosure,1.416260107,2
shriveled,0.082522464,2
non-fight,0,2
trade-mark,0,2
ist,0.000651325,2
makeout,0,2
chindler,0.127712009,2
mid-thirties,0.592499499,2
keyword,0.48428426,2
matteo,1.291119968,2
boulanger,1.852281795,2
power-hungry,0.747805632,2
replenished,0,2
greased,0.059055359,2
martell,-0.228465294,2
moviemakers,-1.142352452,2
divinity,-0.380158295,2
again-say,0,2
folder,2.686278325,2
petri,2.690095263,2
stow,1.276103934,2
kossak,0,2
duckburg,0,2
stinger,-0.580525819,2
causeway,0,2
guttman,1.388475513,2
disenchantment,0.918233396,2
pickins,1.782466213,2
la-la-la,0,2
aunties,3.852613906,2
horsemen,-0.260808718,2
mucks,0,2
feathering,0,2
bedelia,1.583770461,2
bloomin,0,2
cyclon,0.230842644,2
particulary,0.598003206,2
stebbins,0.001492481,2
particulare,0,2
reconnaissance,0.06238661,2
ip,0.189396192,2
ir,0.963125036,2
seigel,0.762147031,2
self-sufficiency,2.556384067,2
stick-up,1.632585817,2
ear-drums,0,2
sunflower,0.045087399,2
pre-stardom,0.996993174,2
d'amour,2.179009758,2
coarseness,0,2
airheaded,-1.032972982,2
holdup,1.071041204,2
bure,1.378128421,2
cottontail,-1.813842698,2
unwinds,0.652520965,2
plop,-0.911579058,2
bull-fighting,0,2
eireann,0,2
catlike,0.156416759,2
nabakov,1.495312282,2
ahamad,0,2
hoosier,3.232684588,2
sapphire,0.567895611,2
becouse,3.554838071,2
mciver,-0.659951278,2
rodan,1.162480415,2
diem,0.055199139,2
pessimists,0,2
skim,-0.40884893,2
infantilize,0,2
hamdi,0,2
mean-looking,-0.281189433,2
better-than-average,0.712042086,2
millenia,-0.494324377,2
rhetorically,0,2
pregnancies,0.444273964,2
lennox,0.988497319,2
misinterpretation,-0.261476589,2
karras,2.099889542,2
okinawa,0.590304638,2
oversimplify,0,2
run-off-the-mill,0,2
pedophiliac,0,2
eclecticism,0,2
ever-popular,-0.326636471,2
multi-tasking,0,2
lionsault,1.512417829,2
cabals,0,2
lunkheads,0,2
non-documentary,0,2
incompetents,0,2
half-life,1.239002503,2
mencken,-1.67504824,2
sundae,1.061508508,2
hippy-dippy,-0.82983988,2
infallibility,0,2
thorny,1.697001315,2
out-of-left-field,0,2
build-ups,2.270423423,2
afer,0,2
magnavision,-2.61230479,2
incompetently,-2.902625207,2
cincinatti,1.578627262,2
lautrec,1.296348111,2
sight-unseen,0,2
commends,-0.33970343,2
rade,0.581990129,2
african-influenced,0,2
characatures,0,2
gyro,0.358766577,2
fille,0.87760797,2
fervour,1.411030516,2
psycho-drama,0,2
vidocq,0.281545065,2
ricca,0.677095547,2
puaro,0,2
supersoldier,0,2
whitest,0.643791433,2
trolling,0,2
bopping,0,2
carraway,-0.819571081,2
nomenclature,0,2
decimals,0,2
chachi,-1.598789807,2
re-releases,1.056228114,2
fondly-remembered,0,2
beens,-2.58169026,2
buffoon-like,0,2
wingfield,-0.24964391,2
samu,0,2
mistakingly,0,2
sayers,2.494994129,2
surrenders,0.06834666,2
anthropomorphized,-0.145008408,2
psychokinetic,1.55906161,2
presentable,-0.212575264,2
senselessness,0.147549459,2
illona,0,2
joao,0.783432835,2
audiance,-0.732151868,2
cliques,0.949870688,2
mantan,-0.441028434,2
organizers,0.023447816,2
overdramatized,-2.750350876,2
proportionately,0,2
hydrochloric,1.279790384,2
guffawed,0,2
hesitancy,-0.877956763,2
slice'n'dice,1.633821402,2
quick-cutting,0.105824141,2
elrond,1.393483527,2
go-nowhere,0,2
unaccustomed,1.169638718,2
slezak,0.864642872,2
redeye,1.463151159,2
unpopularity,0,2
no-count,2.814354315,2
alerting,0.671132704,2
lian,1.083536523,2
goombahs,-0.219574436,2
stupefied,-1.36877041,2
cornelia,0.873364503,2
woodsball,0,2
verbalize,0,2
sooooooo,-1.403020809,2
rånarna,0,2
antagonizing,2.039156791,2
fatted,0,2
tiananmen,0.07241684,2
pongo,-1.017407569,2
libertine,0.600924808,2
so-good-it-bad,0,2
whittaker,0.084748409,2
kathak,2.298498334,2
briss,-0.791917861,2
seagall,-0.391585468,2
intertitle,0.423050714,2
compositionally,0,2
take-over,0,2
florescent,0.198564844,2
unreservedly,2.736326464,2
insofar,0.076268935,2
pent,0.451939197,2
roaches,-0.894906535,2
peng,1.384056785,2
toker,0,2
rickie,0.372952789,2
re-cutting,0,2
sai-yuk,-0.5,2
corkscrew,-0.791274554,2
omid,0.635892203,2
coulter,-0.446300597,2
takeovers,2.212205921,2
alpert,0,2
rankles,-0.629984581,2
kou,0.082667321,2
dinsdale,-0.318091544,2
satish,1.097840456,2
conveniently-placed,0,2
riddance,-1.798392186,2
cept,1.32693744,2
intestine,0.769886597,2
schizoid,-0.764624671,2
ronni,1.773156536,2
uber-fantastical,0,2
kc,0.415256273,2
pocketing,1.756037216,2
kf,4.367305006,2
kd,-1.515071121,2
tyranus,0.668799874,2
saarsgard,-0.04832828,2
generators,-1.520132504,2
mst-worthy,0,2
blogging,1.663636904,2
unhumorous,0,2
howze,0.011341533,2
bellied,0,2
envelopes,1.191377937,2
shimkus,-0.697927496,2
godforsaken,-1.599127833,2
fretful,3.63710082,2
unify,0.647936136,2
z-rated,0,2
vegeburgers,0,2
oz-like,0,2
revising,0,2
no-worries,0,2
ramboesque,0,2
sinclaire,0.537670763,2
bridal,0.157435196,2
bulked,1.201966235,2
storaro,0.973102457,2
thourough,0,2
germann,-0.416575346,2
aerobic,2.349324523,2
germane,0,2
darnedest,0,2
dystopia,0.813148328,2
dime-store,-1.76799031,2
martinet,1.49071029,2
brain-damaged,-0.029384508,2
halfhearted,-1.4941792,2
personnaly,0,2
enshrined,0,2
zhao,1.821967357,2
sight-gag,0,2
hasslehoff,-0.103651322,2
fished,-0.259068456,2
one-take,-0.402822212,2
lemmya,-4.5,2
bredell,1.885745709,2
josephus,0.956919983,2
biographic,1.382819245,2
navajo,-0.918489353,2
gerlich,0.678789461,2
sunrises,-0.093157855,2
what-if,1.208907468,2
ovens,0.490179539,2
lourenço,1.728335628,2
okona,-0.560166554,2
knuckling,0,2
bloodshot,-1.149830204,2
intercept,0.167798971,2
anti-fascism,-2.071738337,2
teenybopper,-1.080819099,2
oval,-0.554747784,2
predeccesor,0,2
sex-comedy,-1.06117269,2
insufficiency,0,2
misty-eyed,1.996440248,2
imbuing,0,2
peckinpaugh,0.233912072,2
hangar,-0.760514006,2
afm,0,2
afb,1.414013899,2
aft,2.889173568,2
meted,0.483576317,2
band-wagon,0,2
latitude,0.097668505,2
tibetian,0,2
kameradschaft,0,2
apolitical,1.151973058,2
berliner,-1.492775435,2
accusers,2.509968308,2
proliferating,0,2
pre-star,2.246970609,2
warships,-0.82094874,2
gobbledy-gook,0,2
ripples,1.029016673,2
dupree,-0.509188623,2
all-good,0,2
parslow,0,2
pectoral,-3.687945108,2
fogies,0,2
tampopo,2.427776588,2
discursive,0,2
planks,-1.126515478,2
recollects,0,2
drusilla,-0.304116659,2
debacles,0,2
chickboxer,0,2
higginson,-0.291321377,2
commonality,1.50886772,2
farthest,0.276733437,2
semi-bad,0,2
eleonora,0.409110473,2
purses,1.606151388,2
purser,0.628180009,2
grumble,0.895301899,2
jeopardizing,-0.178941375,2
conquerer,-1.83018559,2
jawani,0,2
agar,-0.613160824,2
importing,0.363254789,2
priyanshu,0.026289506,2
nyro,0,2
action-comedy,0.243283949,2
five-o,3.326315525,2
grandmama,0,2
fixates,1.806426884,2
hot-blooded,0.382282371,2
mikis,2.68234096,2
miscalculate,0,2
ta'kohl,0,2
imprints,0.441156968,2
hrpuff,0,2
tmc,0.080438055,2
sexegenarian,0,2
wufei,2.498935427,2
haggard-looking,0,2
eine,2.674000753,2
ruffin,3.158924783,2
enticed,-0.382770762,2
cashes,1.28799115,2
granite,0.004954551,2
nerdiness,1.38449314,2
pre-censorship,0,2
re-hired,0,2
godsend,-1.330086507,2
swit,1.040518081,2
gatekeeper,0.703073793,2
kantrowitz,-0.497367597,2
vaterland,0,2
jedna,0,2
hooverville,1.767940667,2
rose-colored,0,2
meaninglessly,-0.636955535,2
pats,0.007092696,2
aielo,0,2
maiko,-1.61553779,2
varsity,0.010645603,2
dody,-0.075873646,2
super-skinny,0,2
underhand,0,2
nagasaki,0.739600219,2
entei,1.891371707,2
chestburster,-0.210894019,2
fulci-cut,0,2
nahin,0.334781807,2
sonya,-0.138182152,2
magneto,0.378220643,2
magnets,-1.931541155,2
gor,-1.339416309,2
brow-beaten,0,2
scoped,0,2
estefan,1.631272971,2
cheerless,0.62807538,2
euphoria,0.730691916,2
tooo,-2.131440963,2
muddle-headed,0,2
lassander,1.250963449,2
auteil,1.089499189,2
mirror-image,0,2
candlestick,-0.063175732,2
brunna,1.952025434,2
studiously,-1.831774764,2
gees,-0.485158803,2
peploe,0.11759516,2
ishk,0,2
geek-boy,0,2
boffin,0,2
bladder,-0.083280859,2
semi-successful,0,2
bryanston,0,2
yahoos,1.40776521,2
utilitarian,-0.31744995,2
try-out,0,2
yung,1.20550732,2
pampering,0,2
watch-list,0,2
constricting,3.398177229,2
